>>Filename:written_encyc_art_Arte y arquitectura africanas.txt
>>Mode:written
>>Register:encyclopedia
>>End header
Gracias ^nfp+com+++++_nodetnp_plurn_+gracia+
a ^en++++++_1wrdprep_+a+
su ^d3cs+pos+++++_prepos_+su+
anonimato ^nms+com+++++_singn_+anonimato+
y ^con+coor+++++_gensingcon_+y+
sus ^d3cp+pos+++++_prepos_+su+
poderes ^nmp+com+++++_plurn_+poder+
especiales ^jcp++++++_postadj_+especial+
, ^punc++,++++++
estas ^d3fp+dem++++!!+_predem_+este+
figuras ^nfp+com+++++_plurn_+figura+
enmascaradas ^n+++++??+_nodetnp_++
de ^en++++++_1wrdprep_+de+
los ^lmp+def+++++_defart_+el+
gon ^n+++++??+++
tienen ^vm+ip+3p++++_indicat_present_+tener+
poder ^vm+n0+00+++!!+_vinf_+poder+
para ^en++++++_1wrdprep_+para+
romper ^vm+n0+00+++++romper+
los ^lmp+def+++++_defart_+el+
códigos ^nmp+com+++++_plurn_+código+
y ^con+coor+++++_gensingcon_+y+
prohibiciones ^nfp+com+++++_nodetnp_plurn_derivn_+prohibición+
sociales ^jcp++++++_postadj_+social+
establecidas ^vm+ps+0p++++_preter_voccur_+establecer+
como ^con+sub++++!!+_othsingcon_+como+
medio ^+++++!!+++
para ^en++++++_1wrdprep_+para+
redistribuir ^vm+n0+00+++++redistribuir+
la ^lfs+def+++++_defart_+la+
comida ^nfs+com+++++_singn_+comida+
y ^con+coor+++++_gensingcon_+y+
los ^lmp+def+++++_defart_+el+
animales ^nmp+com++++!!+_plurn_+animal+
en ^en++++++_1wrdprep_+en+
épocas ^nfp+com+++++_nodetnp_plurn_+época+
de ^en++++++_1wrdprep_+de+
gran ^jcs++++++_preadj_+gran+
escasez ^nfs+com+++++_nodetnp_singn_+escasez+
dentro ^en++++++_mltwrdprep_+dentro+
de ^en"+++++++de+
la ^lfs+def+++++_defart_+la+
comunidad ^nfs+com++++!!+_singn_derivn_+comunidad+
tribal ^jcs++++++_postadj_+tribal+
. ^punc+sent+.++++++
Un ^lms+ind+++++_indefart_+un+
modo ^nms+com+++++_singn_+modo+
diferente ^jcs++++++_postadj_+diferente+
de ^en++++++_1wrdprep_+de+
control ^nms+com+++++_nodetnp_singn_+control+
social ^jcs++++++_postadj_+social+
es ^vm+ip+3s++++_indicat_present_mvser_vexist_+ser+
el ^lms+def+++++_defart_+el+
realizado ^vm+ps+0s++++_preter_+realizar+
por ^en++++++_1wrdprep_+por+
ciertas ^jfp++++++_preadj_+cierto+
figuras ^nfp+com+++++_nodetnp_plurn_+figura+
y ^con+coor+++++_gensingcon_+y+
motivos ^nmp+com++++!!+_nodetnp_plurn_+motivo+
arquitectónicos ^jmp++++++_postadj_+arquitectónico+
en ^en++++++_1wrdprep_+en+
determinadas ^jfp++++++_preadj_+determinado+
zonas ^nfp+com+++++_nodetnp_plurn_+zona+
de ^en++++++_1wrdprep_+de+
África ^jfs+++++++áfrico+
. ^punc+sent+.++++++
Las ^lfp+def+++++_defart_+la+
figuras ^nfp+com+++++_plurn_+figura+
relicario ^nms+com+++++_nodetnp_singn_+relicario+
de ^en++++++_1wrdprep_+de+
los ^lmp+def+++++_defart_+el+
kota ^n+++++??+++
, ^punc++,++++++
sogo ^n+++++??+_nodetnp_++
y ^con+coor+++++_gensingcon_+y+
fang ^n+++++??+_nodetnp_++
de ^en++++++_1wrdprep_+de+
Gabón ^n+prop++++??+_propn_+gabón+
, ^punc++,++++++
por ^r++++++_rbother_+por+
ejemplo ^r"+++++++ejemplo+
, ^punc++,++++++
se ^p3cn+per++psv+++_3pro_sepsvagntlss_+él+
utilizan ^vm+ip+3p++++_indicat_present_+utilizar+
como ^con+sub++++!!+_othsingcon_+como+
imágenes ^nfp+com+++++_nodetnp_plurn_+imagen+
protectoras ^nfp+com+++++_nodetnp_plurn_+protector+
para ^en++++++_1wrdprep_+para+
custodiar ^vm+n0+00+pstn++++custodiar+
las ^lfp+def+++++_defart_+la+
ancestrales ^jcp++++++_preadj_+ancestral+
reliquias ^nfp+com+++++_plurn_+reliquia+
sagradas ^jfp++++++_postadj_+sagrado+
de ^en++++++_1wrdprep_+de+
la ^lfs+def+++++_defart_+la+
tribu ^n00+com++++!!++tribu+
de ^en++++++_1wrdprep_+de+
posibles ^jcp+++++!!+_preadj_+posible+
robos ^nmp+com+++++_nodetnp_plurn_+robo+
o ^con+coor+++++_gensingcon_+o+
daños ^nmp+com+++++_nodetnp_plurn_+daño+
. ^punc+sent+.++++++
En ^en++++++_1wrdprep_+en+
el ^lms+def+++++_defart_+el+
mismo ^p0ms+++mtz++!!++mismo+
sentido ^vm+ps+0s+++!!+_preter_+sentir+
, ^punc++,++++++
los ^lmp+def+++++_defart_+el+
dogon ^n+++++??+++
de ^en++++++_1wrdprep_+de+
Malí ^n+prop++++??+_propn_+malí+
y ^con+coor+++++_gensingcon_+y+
los ^lmp+def+++++_defart_+el+
senufo ^n+++++??+++
de ^en++++++_1wrdprep_+de+
Costa ^n+prop+++++_propn_+costa+
de ^en++++++_1wrdprep_+de+
Marfil ^n+prop+++++_propn_+marfil+
tienen ^vm+ip+3p++++_indicat_present_+tener+
puertas ^nfp+com+++++_nodetnp_plurn_+puerta+
minuciosamente ^r++++++_rbmente_+minuciosamente+
talladas ^jfp+++++!!++tallado+
que ^que+relat++++!!+_relproque_+que+
, ^punc++,++++++
según ^en++++++_1wrdprep_+según+
la ^lfs+def+++++_defart_+la+
creencia ^nfs+com+++++_singn_derivn_+creencia+
popular ^jcs+++++!!+_postadj_+popular+
, ^punc++,++++++
protegían ^vm+ii+3p++++_indicat_imperf_+proteger+
los ^lmp+def+++++_defart_+el+
objetos ^nmp+com+++++_plurn_+objeto+
sagrados ^jmp++++++_postadj_+sagrado+
y ^con+coor+++++_gensingcon_+y+
los ^lmp+def+++++_defart_+el+
suministros ^nmp+com+++++_plurn_+suministro+
de ^en++++++_1wrdprep_+de+
comida ^nfs+com+++++_nodetnp_singn_+comida+
de ^en++++++_1wrdprep_+de+
la ^lfs+def+++++_defart_+la+
comunidad ^nfs+com++++!!+_singn_derivn_+comunidad+
. ^punc+sent+.++++++
C ^+++++!!+++
. ^punc+sent+.++++++
Papel ^nms+com+++++_nodetnp_singn_+papel+
económico ^jms++++++_postadj_+económico+
El ^lms+def+++++_defart_+el+
arte ^nms+com+++++_singn_+arte+
cumplió ^vm+is+3s++++_indicat_preter_+cumplir+
también ^r++++++_rbother_+también+
un ^lms+ind+++++_indefart_+un+
importante ^jcs++++++_preadj_+importante+
papel ^nms+com+++++_singn_+papel+
en ^en++++++_1wrdprep_+en+
la ^lfs+def+++++_defart_+la+
economía ^nfs+com++++!!+_singn_+economía+
africana ^jfs++++++_postadj_+africano+
. ^punc+sent+.++++++
Los ^lmp+def+++++_defart_+el+
bambara ^n+++++??+++
de ^en++++++_1wrdprep_+de+
Malí ^n+prop++++??+_propn_+malí+
llevan ^vm+ip+3p++++_indicat_present_+llevar+
a ^en++++++_1wrdprep_+a+
las ^lfp+def+++++_defart_+la+
ceremonias ^nfp+com+++++_plurn_+ceremonia+
y ^con+coor+++++_gensingcon_+y+
ritos ^nmp+com+++++_nodetnp_plurn_+rito+
de ^en++++++_1wrdprep_+de+
cultivo ^nms+com+++++_nodetnp_singn_+cultivo+
y ^con+coor+++++_gensingcon_+y+
cosecha ^nfs+com+++++_nodetnp_singn_+cosecha+
de ^en++++++_1wrdprep_+de+
los ^lmp+def+++++_defart_+el+
campos ^nmp+com+++++_plurn_+campo+
elegantes ^jcp+++++!!+_postadj_+elegante+
tocados ^vm+ps+0p++++_preter_+tocar+
de ^en++++++_1wrdprep_+de+
antílope ^nms+com+++++_nodetnp_singn_+antílope+
de ^en++++++_1wrdprep_+de+
madera ^nfs+com+++++_nodetnp_singn_+madera+
representando ^vm+pp+00++++_present_+representar+
a ^en++++++_1wrdprep_+a+
Chi ^n+prop+++++_propn_+chi+
Wara ^n+prop++++??+_propn_+wara+
. ^punc+sent+.++++++
Chi ^n00++++++_nodetnp_+chi+
Wara ^n+prop++++??+_propn_+wara+
, ^punc++,++++++
mítico ^jms++++++_preadj_+mítico+
inventor ^nms+com+++++_nodetnp_singn_+inventor+
de ^en++++++_1wrdprep_+de+
la ^lfs+def+++++_defart_+la+
agricultura ^nfs+com++++!!+_singn_+agricultura+
para ^en++++++_1wrdprep_+para+
los ^lmp+def+++++_defart_+el+
bambara ^n+++++??+++
, ^punc++,++++++
aseguran ^vm+ip+3p++++_indicat_present_vcommun_+asegurar+
que ^que+vcomp++++!!+_vcompque_+que+
se ^p3cn+per+++++_3pro_justse_+él+
sepultó ^vm+++++??+++
él ^p3ms+per+++++_3pro_+él+
mismo ^p0ms+++++!!++mismo+
bajo ^en+++++!!+_1wrdprep_+bajo+
tierra ^nfs+com++++!!+_nodetnp_singn_+tierra+
como ^con+sub++++!!+_othsingcon_+como+
un ^lms+ind+++++_indefart_+un+
acto ^nms+com+++++_singn_+acto+
de ^en++++++_1wrdprep_+de+
autosacrificio ^n+++++??+_nodetnp_++
. ^punc+sent+.++++++
La ^lfs+def+++++_defart_+la+
danza ^nfs+com+++++_singn_derivn_+danza+
de ^en++++++_1wrdprep_+de+
las ^lfp+def+++++_defart_+la+
máscaras ^nfp+com+++++_plurn_+máscara+
Chi ^n+prop+++++_propn_+chi+
Wara ^n+prop++++??+_propn_+wara+
sobre ^en++++++_1wrdprep_+sobre+
los ^lmp+def+++++_defart_+el+
campos ^nmp+com+++++_plurn_+campo+
agrícolas ^jcp++++++_postadj_+agrícola+
( ^punc++(++++++
la ^lfs+def+++++_defart_+la+
tumba ^nfs+com+++++_singn_+tumba+
de ^en++++++_1wrdprep_+de+
Chi ^n+prop+++++_propn_+chi+
Wara ^n+prop++++??+_propn_+wara+
) ^punc++)++++++
sirve ^vm+ip+3s++++_indicat_present_+servir+
a ^r++++++_rbother_+a+
la ^r"+++++++la+
vez ^r"+++++++vez+
para ^en++++++_1wrdprep_+para+
honrar ^vm+n0+00+++++honrar+
le ^p3cs+per++++clt+_3pro_clitic_++
y ^con+coor+++++_gensingcon_+y+
para ^en++++++_1wrdprep_+para+
recordar ^vm+n0+00++++_vment_+recordar+
a ^en++++++_1wrdprep_+a+
los ^lmp+def+++++_defart_+el+
jóvenes ^jmp+++++!!+_preadj_+joven+
granjeros ^nmp+com+++++_plurn_+granjero+
bambara ^n+++++??+_nodetnp_++
el ^lms+def+++++_defart_+el+
duro ^jms+++++!!+_preadj_+duro+
sacrificio ^nms+com+++++_singn_+sacrificio+
que ^que+relat++++!!+_relproque_+que+
ellos ^p3mp+per+++++_3pro_+él+
deben ^vm+ip+3p++++_indicat_present_othobligv_+deber+
hacer ^vm+n0+00++++_vinf_vfacil_+hacer+
cada ^d0cs+ind+++++_quant_+cada+
año ^nms+com+++++_singn_+año+
. ^punc+sent+.++++++
Entre ^en++++++_1wrdprep_+entre+
los ^lmp+def+++++_defart_+el+
senufo ^n+++++??+++
de ^en++++++_1wrdprep_+de+
Costa ^n+prop+++++_propn_+costa+
de ^en++++++_1wrdprep_+de+
Marfil ^n+prop+++++_propn_+marfil+
se ^p3cn+per++psv+++_3pro_sepsvagntlss_+él+
utilizan ^vm+ip+3p++++_indicat_present_+utilizar+
figuras ^nfp+com+++++_nodetnp_plurn_+figura+
delicadamente ^r++++++_rbmente_+delicadamente+
talladas ^jfp+++++!!++tallado+
con ^en++++++_1wrdprep_+con+
el ^lms+def+++++_defart_+el+
mismo ^p0ms+++++!!++mismo+
fin ^nms+com+++++_nodetnp_singn_+fin+
de ^en++++++_1wrdprep_+de+
alentar ^vm+n0+00+pstn++++alentar+
a ^en++++++_1wrdprep_+a+
los ^lmp+def+++++_defart_+el+
agricultores ^nmp+com+++++_plurn_+agricultor+
en ^en++++++_1wrdprep_+en+
su ^d3cs+pos+++++_prepos_+su+
difícil ^jcs++++++_preadj_+difícil+
tarea ^nfs+com+++++_singn_+tarea+
. ^punc+sent+.++++++
En ^en++++++_1wrdprep_+en+
este ^d3ms+dem++++!!+_predem_+este+
caso ^nms+com+++++_singn_+caso+
, ^punc++,++++++
estacas ^nfp+com+++++_nodetnp_plurn_+estaca+
daleu ^n+++++??+_nodetnp_++
con ^en++++++_1wrdprep_+con+
imágenes ^nfp+com+++++_nodetnp_plurn_+imagen+
de ^en++++++_1wrdprep_+de+
pájaros ^nmp+com+++++_nodetnp_plurn_+pájaro+
o ^con+coor+++++_gensingcon_+o+
figuras ^nfp+com+++++_nodetnp_plurn_+figura+
femeninas ^jfp++++++_postadj_+femenino+
se ^p3cn+per+++++_3pro_justse_+él+
afianzan ^vm+++++??+++
en ^en++++++_1wrdprep_+en+
la ^lfs+def+++++_defart_+la+
tierra ^nfs+com++++!!+_singn_+tierra+
a ^en++++++_1wrdprep_+a+
'l ^lms+def+++++_defart_+el+
final ^nms+com++++!!+_singn_+final+
de ^en++++++_1wrdprep_+de+
cada ^d0cs+ind+++++_quant_+cada+
hilera ^nfs+com+++++_singn_+hilera+
de ^en++++++_1wrdprep_+de+
plantas ^nfp+com+++++_nodetnp_plurn_+planta+
cultivadas ^vm+ps+0p+pstn+++_preter_+cultivar+
. ^punc+sent+.++++++
Estos ^d3mp+dem++++!!+_predem_+este+
postes ^nmp+com+++++_plurn_+poste+
actúan ^vm+ip+3p++++_indicat_present_+actuar+
a ^en++++++_1wrdprep_+a+
modo ^nms+com+++++_nodetnp_singn_+modo+
de ^en++++++_1wrdprep_+de+
metas ^nfp+com++++!!+_nodetnp_plurn_+meta+
, ^punc++,++++++
marcadores ^nmp+com+++++_nodetnp_plurn_derivn_+marcador+
y ^con+coor+++++_gensingcon_+y+
trofeos ^nmp+com+++++_nodetnp_plurn_+trofeo+
en ^en++++++_1wrdprep_+en+
las ^lfp+def+++++_defart_+la+
competiciones ^nfp+com+++++_plurn_derivn_+competición+
agrícolas ^jcp++++++_postadj_+agrícola+
. ^punc+sent+.++++++
D ^n+++++??+_nodetnp_++
. ^punc+sent+.++++++
Papel ^nms+com+++++_nodetnp_singn_+papel+
histórico ^jms++++++_postadj_+histórico+
En ^en++++++_1wrdprep_+en+
otra ^d3fs+ind++++!!+_quant_+otro+
dimensión ^nfs+com+++++_singn_derivn_+dimensión+
, ^punc++,++++++
el ^lms+def+++++_defart_+el+
arte ^nms+com+++++_singn_+arte+
africano ^jms+++++!!+_postadj_+africano+
actúa ^vm+ip+3s++++_indicat_present_+actuar+
como ^con+sub++++!!+_othsingcon_+como+
referencia ^nfs+com+++++_nodetnp_singn_derivn_+referencia+
o ^con+coor+++++_gensingcon_+o+
registro ^nms+com+++++_nodetnp_singn_+registro+
visual ^jcs+++++!!+_postadj_+visual+
de ^en++++++_1wrdprep_+de+
importantes ^jcp++++++_preadj_+importante+
personajes ^nmp+com+++++_nodetnp_plurn_derivn_+personaje+
o ^con+coor+++++_gensingcon_+o+
acontecimientos ^nmp+com+++++_nodetnp_plurn_derivn_+acontecimiento+
de ^en++++++_1wrdprep_+de+
'l ^lms+def+++++_defart_+el+
pasado ^nms+com++++!!+_singn_+pasado+
. ^punc+sent+.++++++
Así ^r++++++_rbmannr_+así+
, ^punc++,++++++
los ^lmp+def+++++_defart_+el+
dogon ^n+++++??+++
de ^en++++++_1wrdprep_+de+
Malí ^n+prop++++??+_propn_+malí+
han ^va+ip+3p++++_indicat_present_perfect_+haber+
grabado ^vm+ps+0s+++!!++grabar+
numerosas ^jfp++++++_preadj_+numeroso+
imágenes ^nfp+com+++++_nodetnp_plurn_+imagen+
de ^en++++++_1wrdprep_+de+
sus ^d3cp+pos+++++_prepos_+su+
legendarios ^jmp+++++!!+_preadj_+legendario+
antepasados ^nmp+com+++++_plurn_+antepasado+
, ^punc++,++++++
los ^lmp+def+++++_defart_+el+
nommo ^n+++++??+++
, ^punc++,++++++
que ^que+relat++++!!+_relproque_+que+
descendieron ^vm+is+3p++++_indicat_preter_+descender+
de ^en++++++_1wrdprep_+de+
'l ^lms+def+++++_defart_+el+
cielo ^nms+com+++++_singn_+cielo+
a ^en++++++_1wrdprep_+a+
'l ^lms+def+++++_defart_+el+
comienzo ^nms+com++++!!+_singn_+comienzo+
de ^en++++++_1wrdprep_+de+
los ^lmp+def+++++_defart_+el+
tiempos ^nmp+com+++++_plurn_+tiempo+
. ^punc+sent+.++++++
Estas ^d3fp+dem++++!!+_predem_+este+
figuras ^nfp+com+++++_plurn_+figura+
nommo ^n+++++??+_nodetnp_++
( ^punc++(++++++
algunas ^d3fp+ind++++!!+_quant_+algún+
de ^en++++++_1wrdprep_+de+
las ^p3fp+rel++++++la+
cuales ^p3fp"+rel++++++cual+
alzan ^vm+ip+3p++++_indicat_present_+alzar+
sus ^d3cp+pos+++++_prepos_+su+
manos ^nmp+com+++++_plurn_+mano+
hacia ^en++++++_1wrdprep_+hacia+
el ^lms+def+++++_defart_+el+
cielo ^nms+com+++++_singn_+cielo+
señalando ^vm+pp+00++++_present_vcommun_+señalar+
su ^d3cs+pos+++++_prepos_+su+
lugar ^nms+com+++++_singn_+lugar+
de ^en++++++_1wrdprep_+de+
origen ^nms+com+++++_nodetnp_singn_+origen+
) ^punc++)++++++
han ^va+ip+3p++++_indicat_present_perfect_+haber+
aparecido ^vm+ps+0s+++++aparecer+
sobre ^en++++++_1wrdprep_+sobre+
puertas ^nfp+com+++++_nodetnp_plurn_+puerta+
de ^en++++++_1wrdprep_+de+
graneros ^nmp+com+++++_nodetnp_plurn_+granero+
, ^punc++,++++++
en ^en++++++_1wrdprep_+en+
pinturas ^nfp+com+++++_nodetnp_plurn_+pintura+
en ^en++++++_1wrdprep_+en+
el ^lms+def+++++_defart_+el+
interior ^n00+++++!!++interior+
de ^en++++++_1wrdprep_+de+
las ^lfp+def+++++_defart_+la+
cuevas ^n00+++++!!++cuevas+
y ^con+coor+++++_gensingcon_+y+
en ^en++++++_1wrdprep_+en+
edificios ^nmp+com+++++_nodetnp_plurn_+edificio+
sagrados ^jmp++++++_postadj_+sagrado+
. ^punc+sent+.++++++
En ^en++++++_1wrdprep_+en+
el ^lms+def+++++_defart_+el+
poderoso ^jms+++++!!+_preadj_+poderoso+
reino ^nms+com++++!!+_singn_+reino+
de ^en++++++_1wrdprep_+de+
Benín ^n+prop++++??+_propn_+benín+
, ^punc++,++++++
en ^en++++++_1wrdprep_+en+
Nigeria ^n+prop+++++_propn_+nigeria+
, ^punc++,++++++
se ^p3cn+per++psv+++_3pro_sepsvagntlss_+él+
hicieron ^vm+is+3p++++_indicat_preter_vfacil_+hacer+
igualmente ^r++++++_rbmente_+igualmente+
laboriosas ^jfp++++++_postadj_preadj_+laborioso+
planchas ^nfp+com+++++_nodetnp_plurn_+plancha+
en ^en++++++_1wrdprep_+en+
relieve ^nms+com+++++_nodetnp_singn_+relieve+
vaciadas ^vm+ps+0p+pstn+++_preter_+vaciar+
en ^en++++++_1wrdprep_+en+
bronce ^nms+com+++++_nodetnp_singn_+bronce+
( ^punc++(++++++
sistema ^nms+com+++++_nodetnp_singn_+sistema+
de ^en++++++_1wrdprep_+de+
la ^lfs+def+++++_defart_+la+
cera ^nfs+com++++!!+_singn_+cera+
perdida ^jfs+++++!!+_postadj_+perdido+
) ^punc++)++++++
representando ^vm+pp+00++++_present_+representar+
a ^en++++++_1wrdprep_+a+
personajes ^nmp+com+++++_nodetnp_plurn_derivn_+personaje+
y ^con+coor+++++_gensingcon_+y+
acontecimientos ^nmp+com+++++_nodetnp_plurn_derivn_+acontecimiento+
de ^en++++++_1wrdprep_+de+
'l ^lms+def+++++_defart_+el+
pasado ^nms+com++++!!+_singn_+pasado+
, ^punc++,++++++
con ^en++++++_1wrdprep_+con+
escenas ^nfp+com+++++_nodetnp_plurn_+escena+
de ^en++++++_1wrdprep_+de+
batallas ^nfp+com+++++_nodetnp_plurn_+batalla+
, ^punc++,++++++
encuentros ^nmp+com+++++_nodetnp_plurn_+encuentro+
con ^en++++++_1wrdprep_+con+
dignatarios ^nmp+com+++++_nodetnp_plurn_+dignatario+
extranjeros ^jmp+++++!!+_postadj_+extranjero+
, ^punc++,++++++
procesiones ^nfp+com+++++_nodetnp_plurn_derivn_+procesión+
cortesanas ^jfp+++++!!+_postadj_+cortesano+
, ^punc++,++++++
nobles ^ncp+com++++!!+_nodetnp_plurn_+noble+
con ^en++++++_1wrdprep_+con+
sus ^d3cp+pos+++++_prepos_+su+
ropas ^nfp+com+++++_plurn_+ropa+
de ^en++++++_1wrdprep_+de+
gala ^jfs+++++!!++galo+
, ^punc++,++++++
ceremonias ^nfp+com+++++_nodetnp_plurn_+ceremonia+
religiosas ^jfp++++++_postadj_+religioso+
y ^con+coor+++++_gensingcon_+y+
músicos ^nmp+com++++!!+_nodetnp_plurn_+músico+
. ^punc+sent+.++++++
E ^con+coor+++++_gensingcon_+e+
. ^punc+sent+.++++++
Papel ^nms+com+++++_nodetnp_singn_+papel+
terapéutico ^jms++++++_postadj_+terapéutico+
Las ^lfp+def+++++_defart_+la+
terapias ^nfp+com+++++_plurn_+terapia+
tradicionales ^jcp++++++_postadj_+tradicional+
africanas ^jfp+++++++africano+
han ^va+ip+3p++++_indicat_present_perfect_+haber+
tenido ^vm+ps+0s+++++tener+
también ^r++++++_rbother_+también+
formas ^nfp+com+++++_nodetnp_plurn_+forma+
especiales ^jcp++++++_postadj_+especial+
de ^en++++++_1wrdprep_+de+
representación ^nfs+com+++++_nodetnp_singn_derivn_+representación+
artística ^jfs++++++_postadj_+artístico+
. ^punc+sent+.++++++
La ^lfs+def+++++_defart_+la+
adivinació ^n+++++??+++
n ^n+++++??+_nodetnp_++
, ^punc++,++++++
modo ^nms+com+++++_nodetnp_singn_+modo+
de ^en++++++_1wrdprep_+de+
determinar ^vm+n0+00+pstn+++_vfacil_+determinar+
los ^lmp+def+++++_defart_+el+
problemas ^nmp+com+++++_plurn_+problema+
y ^con+coor+++++_gensingcon_+y+
su ^d3cs+pos+++++_prepos_+su+
posible ^jcs+++++!!+_preadj_+posible+
resolución ^nfs+com+++++_singn_derivn_+resolución+
, ^punc++,++++++
fue ^vm+is+3s+++!!+_indicat_preter_mvser_vexist_+ser+
particularmente ^r++++++_rbmente_+particularmente+
importante ^jcs++++++_postadj_+importante+
a ^en++++++_1wrdprep_+a+
la ^lfs+def+++++_defart_+la+
hora ^nfs+com+++++_singn_+hora+
de ^en++++++_1wrdprep_+de+
elaborar ^vm+n0+00+pstn++++elaborar+
objetos ^nmp+com+++++_nodetnp_plurn_+objeto+
artísticos ^jmp++++++_postadj_+artístico+
. ^punc+sent+.++++++
Los ^lmp+def+++++_defart_+el+
adivinos ^nmp+com+++++_plurn_+adivino+
o ^con+coor+++++_gensingcon_+o+
brujos ^nmp+com+++++_nodetnp_plurn_+brujo+
yoruba ^j00++++++_postadj_+yoruba+
( ^punc++(++++++
Nigeria ^n+prop+++++_propn_+nigeria+
) ^punc++)++++++
e ^con+coor+++++_gensingcon_+e+
ifa ^n+++++??+_nodetnp_++
, ^punc++,++++++
por ^r++++++_rbother_+por+
ejemplo ^r"+++++++ejemplo+
, ^punc++,++++++
usaron ^vm+is+3p++++_indicat_preter_+usar+
mesas ^nfp+com+++++_nodetnp_plurn_+mesa+
de ^en++++++_1wrdprep_+de+
adivinación ^nfs+com+++++_nodetnp_singn_derivn_+adivinación+
laboriosamente ^r++++++_rbmente_+laboriosamente+
esculpidas ^vm+ps+0p++++_preter_+esculpir+
, ^punc++,++++++
cuencos ^nmp+com+++++_nodetnp_plurn_+cuenco+
y ^con+coor+++++_gensingcon_+y+
otros ^d3mp+ind++++!!+_quant_+otro+
útiles ^nmp+com++++!!+_plurn_+útil+
como ^con+sub++++!!+_othsingcon_+como+
parte ^nfs+com+++++_nodetnp_singn_+parte+
esencial ^jcs++++++_postadj_+esencial+
de ^en++++++_1wrdprep_+de+
sus ^d3cp+pos+++++_prepos_+su+
rituales ^nmp+com++++!!+_plurn_+ritual+
. ^punc+sent+.++++++
De ^en++++++_1wrdprep_+de+
igual ^jcs+++++!!+_preadj_+igual+
modo ^nms+com+++++_nodetnp_singn_+modo+
, ^punc++,++++++
los ^lmp+def+++++_defart_+el+
baulé ^n+++++??+++
de ^en++++++_1wrdprep_+de+
Costa ^n+prop+++++_propn_+costa+
de ^en++++++_1wrdprep_+de+
Marfil ^n+prop+++++_propn_+marfil+
emplearon ^vm+is+3p++++_indicat_preter_+emplear+
también ^r++++++_rbother_+también+
para ^en++++++_1wrdprep_+para+
sus ^d3cp+pos+++++_prepos_+su+
oráculos ^nmp+com+++++_plurn_+oráculo+
recipientes ^jcp+++++!!+_postadj_+recipiente+
y ^con+coor+++++_gensingcon_+y+
cacharros ^nmp+com+++++_nodetnp_plurn_+cacharro+
cuidadosamente ^r++++++_rbmente_+cuidadosamente+
labrados ^jmp+++++++labrado+
. ^punc+sent+.++++++
Entre ^en++++++_1wrdprep_+entre+
los ^lmp+def+++++_defart_+el+
kongo ^n+++++??+++
de ^en++++++_1wrdprep_+de+
Zaire ^n+prop+++++_propn_+zaire+
, ^punc++,++++++
los ^lmp+def+++++_defart_+el+
fetiches ^nmp+com+++++_plurn_+fetiche+
de ^en++++++_1wrdprep_+de+
madera ^nfs+com+++++_nodetnp_singn_+madera+
( ^punc++(++++++
atravesados ^vm+ps+0p+pstn+por++_preter_+atravesar+
por ^en++++++_1wrdprep_+por+
agujas ^nfp+com+++++_nodetnp_plurn_+aguja+
y ^con+coor+++++_gensingcon_+y+
clavos ^nmp+com+++++_nodetnp_plurn_+clavo+
de ^en++++++_1wrdprep_+de+
hierro ^nms+com++++!!+_nodetnp_singn_+hierro+
) ^punc++)++++++
se ^p3cn+per++psv+++_3pro_sepsvagntlss_+él+
consideraban ^vm+ii+3p++++_indicat_imperf_vment_+considerar+
imbuidos ^vm+ps+0p++++_preter_+imbuir+
de ^en++++++_1wrdprep_+de+
poder ^vm+n0+00+++!!++poder+
para ^en++++++_1wrdprep_+para+
ahuyentar ^vm+n0+00+++++ahuyentar+
los ^lmp+def+++++_defart_+el+
peligros ^nmp+com+++++_plurn_+peligro+
. ^punc+sent+.++++++
IV ^n00++++++_nodetnp_+iv+
. ^punc+sent+.++++++
DIFERENCIACIONES ^nfp+com+++++_nodetnp_plurn_derivn_+diferenciación+
REGIONALES ^jcp++++++_postadj_+regional+
Aunque ^con+sub+++++_othsingcon_+aunque+
las ^lfp+def+++++_defart_+la+
diferencias ^nfp+com+++++_plurn_derivn_+diferencia+
son ^vm+ip+3p++++_indicat_present_mvser_vexist_+ser+
muy ^r++++++_rbother_+muy+
amplias ^jfp++++++_postadj_+amplio+
, ^punc++,++++++
las ^lfp+def+++++_defart_+la+
culturas ^nfp+com+++++_plurn_+cultura+
africanas ^jfp++++++_postadj_+africano+
subsaharianas ^r+++++??+_rbother_++
pueden ^vm+ip+3p++++_indicat_present_+poder+
agrupar ^vm+n0+00++++_vinf_+agrupar+
se ^p3cn+per++psv++clt+_3pro_clitic_sepsvagntlss_++
geográficamente ^r++++++_rbmente_+geográficamente+
atendiendo ^vm+pp+00++++_present_+atender+
a ^en++++++_1wrdprep_+a+
su ^d3cs+pos+++++_prepos_+su+
clima ^nms+com+++++_singn_+clima+
, ^punc++,++++++
topografía ^nfs+com+++++_nodetnp_singn_+topografía+
y ^con+coor+++++_gensingcon_+y+
organización ^nfs+com++++!!+_nodetnp_singn_derivn_+organización+
social ^jcs++++++_postadj_+social+
. ^punc+sent+.++++++
Algunas ^d3fp+ind++++!!+_quant_+algún+
de ^en++++++_1wrdprep_+de+
estas ^d3fp+dem++++!!+_predem_+este+
culturas ^nfp+com+++++_plurn_+cultura+
han ^va+ip+3p++++_indicat_present_perfect_+haber+
desaparecido ^vm+ps+0s+++++desaparecer+
, ^punc++,++++++
quedando ^vm+pp+00++++_present_+quedar+
